date,kcal,protein_g,carb_g,sugar_g,fiber_g,fat_g,satfat_g,magnesium_mg,potassium_mg,sodium_mg,vit_index,min_index,plants_day,plants_7d,tss,carb_target_g,carb_gap_g,microbiome,kcal_observed,kcal_assumed,n_items,cnt_avocado,cnt_lenticchie,cnt_uova,cnt_banane,cnt_ceci,cnt_avena,cnt_patate_dolci,cnt_caffe
2026-05-31,1096,53.0,173.4,38.4,26.0,26.5,12.6,417,2614,265,42.0,77.8,7,16,275,713,-540,76.5,546,550,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-01,1089,50.0,178.6,37.3,36.5,24.4,10.5,413,2912,1197,24.7,77.4,8,18,101,430,-251,70.9,539,550,10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-02,2376,110.5,367.6,62.5,84.2,58.0,16.6,720,5611,1880,77.1,93.5,13,19,317,713,-345,83.1,449,1927,18,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-06-03,1261,52.7,176.0,38.5,28.4,42.2,13.9,371,2386,1694,32.8,75.9,7,19,151,537,-361,81.2,711,550,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-04,1288,80.7,157.6,48.0,26.0,41.0,15.1,391,2912,802,61.5,82.9,8,21,133,498,-341,83.9,738,550,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-05,1096,70.6,124.0,39.7,26.0,38.9,15.8,375,2931,315,58.4,81.7,7,20,188,616,-492,81.9,546,550,10,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0
2026-06-06,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,19,134,500,-224,82.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-06-07,2686,85.1,412.4,137.8,41.7,82.4,40.1,544,3758,1670,53.6,96.0,7,19,369,713,-301,71.8,2137,550,15,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
2026-06-08,975,48.7,130.4,35.3,28.1,32.8,13.1,433,2749,944,59.1,79.4,7,20,86,398,-267,78.9,425,550,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-09,1717,91.0,195.1,39.9,25.6,65.7,26.0,396,2450,2672,56.3,89.8,6,19,82,389,-194,81.0,1167,550,10,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2026-06-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,19,132,496,-220,82.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-06-11,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,17,164,565,-288,79.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-06-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,16,213,669,-584,71.8,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-13,1335,65.5,221.0,49.3,41.5,26.4,12.1,476,3809,751,50.1,87.8,9,19,120,471,-250,81.4,785,550,13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-14,946,32.0,145.5,60.9,21.0,30.0,13.3,289,1495,325,15.8,55.2,5,18,339,713,-567,69.0,396,550,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-15,1724,82.0,297.0,55.4,66.2,29.0,13.4,556,4088,435,52.5,91.5,11,15,102,432,-135,76.9,537,1187,15,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2026-06-16,1603,100.3,216.6,49.4,62.9,41.5,16.7,539,4413,417,71.8,88.5,11,16,159,554,-337,78.0,416,1187,15,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2026-06-17,1535,69.4,248.5,45.3,39.8,35.1,14.8,444,2476,1003,31.5,85.2,9,19,271,713,-464,81.9,986,550,12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2026-06-18,1701,90.2,221.7,48.0,57.0,59.1,15.7,677,4182,1719,79.8,94.2,9,20,111,451,-230,83.6,412,1289,12,0.67,0.0,3.0,1.0,1.25,1.0,0.0,0.0
2026-06-19,1094,46.3,106.6,25.8,17.8,54.8,18.3,187,1328,1101,47.1,52.2,3,21,84,394,-287,79.2,354,740,6,0.67,0.0,3.0,0.0,0.0,0.0,0.0,1.0
2026-06-20,470,18.2,55.4,6.4,4.4,18.9,7.0,53,429,1340,12.8,21.9,3,20,233,712,-657,86.7,470,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,2417,111.6,273.6,46.4,27.4,95.7,35.5,350,3295,4794,84.7,98.8,7,24,153,541,-268,91.1,2417,0,11,0.67,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2026-06-22,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,23,98,423,-147,87.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-06-23,2276,108.0,345.5,111.6,84.2,60.9,19.0,723,5776,1205,84.7,96.8,14,25,85,396,-50,89.8,350,1927,19,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-06-24,994,56.2,124.6,35.7,25.9,34.8,12.3,364,2079,641,45.8,73.2,7,23,123,477,-352,85.4,444,550,10,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2026-06-25,934,41.8,136.1,38.4,30.4,27.9,12.3,308,2592,1278,58.8,74.1,5,24,122,475,-339,83.5,934,0,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-06-26,1868,85.6,232.7,43.0,39.1,70.3,24.8,489,3189,3400,61.1,95.9,8,26,46,312,-80,90.1,1318,550,12,0.67,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-27,1261,87.0,130.8,29.6,24.8,46.7,17.5,393,3217,314,49.3,82.8,6,27,42,304,-173,91.8,711,550,10,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2026-06-28,823,41.0,135.4,36.8,29.3,19.4,7.4,389,2314,480,37.4,71.7,9,24,100,428,-292,85.6,273,550,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-06-29,1032,68.4,81.2,22.1,10.1,47.9,23.3,162,1103,2831,46.3,52.7,2,24,7,229,-148,78.0,1032,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,766,25.9,118.0,45.5,8.6,21.1,9.4,108,918,1198,42.9,40.4,3,18,116,462,-344,63.0,766,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,22,251,713,-436,86.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-02,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,19,208,659,-382,82.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,18,181,601,-515,74.4,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-04,1619,77.8,227.6,35.8,13.4,43.4,19.8,213,1549,2023,57.2,73.1,3,16,97,421,-194,76.5,1619,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,14,397,713,-627,69.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-06,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,13,129,490,-213,74.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-07,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,13,119,468,-192,74.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-08,762,34.8,132.6,49.1,25.7,18.5,7.1,379,2512,180,44.6,68.8,7,15,72,368,-235,73.1,212,550,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,15,130,492,-406,70.4,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-10,1705,83.1,253.6,46.3,48.9,47.3,16.2,614,4417,1695,82.0,92.4,10,19,185,610,-356,77.0,1155,550,13,0.0,0.0,3.0,1.0,1.25,1.0,0.0,0.0
2026-07-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,18,66,355,-270,74.4,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-12,3081,131.3,375.3,94.2,37.3,118.4,54.0,577,4224,6128,68.2,100.0,9,21,298,713,-338,81.4,2531,550,14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2026-07-13,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,21,211,665,-389,85.3,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-14,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,21,72,368,-91,85.3,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-15,1132,54.8,185.8,47.3,44.0,24.8,7.9,422,2439,1127,40.3,78.0,7,20,147,528,-342,82.0,582,550,9,0.0,0.0,0.0,1.0,1.25,1.0,0.0,0.0
2026-07-16,1205,57.2,182.6,36.5,24.5,30.2,11.8,365,2069,746,26.5,73.1,6,20,108,445,-262,82.3,655,550,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-17,859,34.7,156.0,34.3,28.3,16.1,6.8,362,2985,134,27.5,72.0,6,18,200,642,-486,77.9,310,550,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-18,642,28.1,98.5,32.3,19.2,19.2,8.5,285,1506,181,10.1,52.0,6,18,352,713,-614,71.6,92,550,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2026-07-19,1027,49.4,144.2,41.5,31.8,32.4,13.0,450,3215,1020,61.2,83.1,7,18,11,237,-93,78.9,477,550,9,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0
2026-07-20,1801,84.3,288.4,54.6,70.5,39.9,14.8,589,4382,1394,70.7,90.8,12,20,188,616,-328,75.1,614,1187,15,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2026-07-21,1532,67.5,196.6,71.5,40.4,58.8,25.5,415,2978,1544,46.6,86.3,8,20,74,372,-176,75.7,983,550,10,0.0,0.0,0.0,1.0,1.1,1.0,0.0,0.0
2026-07-22,1901,79.3,282.6,101.9,43.8,57.9,21.3,513,4037,1948,66.8,88.6,7,20,79,383,-100,77.2,1901,0,11,0.0,0.0,3.0,3.0,0.0,1.2,0.0,0.0
2026-07-23,1677,41.6,268.1,97.2,29.1,54.5,27.1,423,2687,447,33.7,75.0,9,21,208,659,-391,74.4,1677,0,11,0.0,0.0,0.0,2.0,0.0,1.2,0.0,1.0
2026-07-24,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,21,93,413,-136,83.1,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-25,1614,83.2,178.6,42.1,41.6,67.8,21.1,496,3199,1706,67.6,90.6,7,21,242,713,-534,82.6,325,1289,10,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2026-07-26,1319,38.9,164.5,63.9,23.9,60.7,31.6,307,1618,580,29.7,63.0,6,21,119,468,-304,70.9,769,550,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-27,714,49.6,67.1,7.0,17.5,28.4,11.3,168,1249,1052,40.6,53.4,2,21,198,637,-570,85.9,714,0,4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,888,35.1,161.9,46.0,31.6,17.6,7.0,385,2717,266,53.0,70.4,7,20,94,415,-253,78.6,338,550,9,0.0,0.0,0.0,1.0,0.0,1.0,1.25,0.0
2026-07-29,1006,50.8,155.0,36.5,25.7,26.7,12.6,416,1835,184,16.5,73.7,5,20,83,391,-236,79.3,457,550,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-07-30,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,17,100,428,-151,79.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-07-31,1027,49.4,144.2,41.5,31.8,32.4,13.0,450,3215,1020,61.2,83.1,7,18,106,441,-296,78.9,477,550,9,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0
2026-08-01,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,18,76,376,-100,81.3,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-08-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,17,100,428,-342,73.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-08-03,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,16,165,567,-290,78.6,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-08-04,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,14,95,417,-141,75.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-08-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,13,128,488,-402,67.8,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-08-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,13,83,391,-306,67.8,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-08-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,157,550,-464,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-08-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,409,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-08-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,111,451,-366,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-08-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,202,646,-369,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
